Title,Description,Keywords,Dataset Type,Collection Period,Organism,Genes,Tissue/Cell Type,Condition,Technique,Instrument Platform,Software,Usage Restrictions,Related Datasets
Kinetic Proofreading can Enhance Specificity in a Non-enzymatic DNA Strand Displacement Network,"Kinetic proofreading is used throughout natural systems to enhance the specificity of molecular recognition. At its most basic level, kinetic proofreading uses a supply of chemical fuel to drive a recognition interaction out of equilibrium, allowing a single free-energy difference between correct and incorrect targets to be exploited two or more times. Despite its importance in biology, there has been little effort to incorporate kinetic proofreading into synthetic systems in which molecular recognition is important, such as nucleic acid nanotechnology. In this article, we introduce a DNA strand displacement-based kinetic proofreading motif, showing that the consumption of a DNA-based fuel can be used to enhance molecular recognition during a templated dimerization reaction. We then show that kinetic proofreading can enhance the specificity with which a probe discriminates single nucleotide mutations, both in terms of the initial rate with which the probe reacts and the long-time behaviour.","['dna', 'proofreading', 'enzymatic', 'strand', 'kinetic', 'biology', 'nanotechnology', 'dna', 'molecular', 'proofreading', 'biophysics']",,2024-06-22,,,,,,,,cc_by,
Neuronal APOE4-induced Early Hippocampal Network Hyperexcitability in Alzheimers Disease Pathogenesis,"The full impact of apolipoprotein E4 (APOE4), the strongest genetic risk factor for Alzheimers disease (AD), on neuronal and network function remains unclear. We found hippocampal region-specific network hyperexcitability in young APOE4 knock-in (E4-KI) mice which predicted cognitive deficits at old age. Network hyperexcitability in young E4-KI mice was mediated by hippocampal region-specific subpopulations of smaller and hyperexcitable neurons that were eliminated by selective removal of neuronal APOE4. Aged E4-KI mice exhibited hyperexcitable granule cells, a progressive inhibitory deficit, and E/I imbalance in the dentate gyrus, exacerbating hippocampal hyperexcitability. Single-nucleus RNA-sequencing revealed neuronal cell type-specific and age-dependent transcriptomic changes, including Nell2 overexpression in E4-KI mice. Reducing Nell2 expression in specific neuronal types of E4-KI mice with CRISPRi rescued their abnormal excitability phenotypes, implicating Nell2 overexpression as a cause of APOE4-induced hyperexcitability. These findings highlight the early transcriptomic and electrophysiological alterations underlying APOE4-induced hippocampal network dysfunction and its contribution to AD pathogenesis with aging.","['alzheimers', 'hippocampal', 'pathogenesis', 'disease', 'apoe4', 'alzheimers', 'hippocampal', 'aging', 'old', 'transcriptomic', 'neuroscience']",,2024-06-25,,,,,,,,cc_no,
Learning the sequence code of protein expression in human immune cells,"Accurate protein expression in human immune cells is essential for appropriate cellular function. The mechanisms that define protein abundance are complex and executed on transcriptional, post-transcriptional and post-translational level. Here, we present SONAR, a machine learning pipeline that learns the endogenous sequence code and that defines protein abundance in human cells. SONAR uses thousands of sequence features (SFs) to predict up to 63% of the protein abundance independently of promoter or enhancer information. SONAR uncovered the cell type-specific and activation-dependent usage of SFs. The deep knowledge of SONAR provides a map of biologically active SFs, which can be leveraged to manipulate the amplitude, timing, and cell type-specificity of protein expression. SONAR informed on the design of enhancer sequences to boost T cell receptor expression and to potentiate T cell function. Beyond providing fundamental insights in the regulation of protein expression, our study thus offers novel means to improve therapeutic and biotechnology applications.","['protein', 'learning', 'cells', 'immune', 'code', 'sonar', 'biotechnology', 'protein', 'enhancer', 'receptor', 'immunology']",,2024-06-27,,,,,,,,cc_no,
SIRT1 and SIRT3 impact host mitochondrial function and host- Salmonella pH balance during infection,"Mitochondria are an important organelle regulating energy homeostasis. Mitochondrial health and dynamics are crucial determinants of the outcome of several bacterial infections. SIRT3, a major mitochondrial sirtuin, along with SIRT1 regulates key mitochondrial functions. This led to considerable interest in understanding the role of SIRT1 and SIRT3 in governing mitochondrial functions during Salmonella infection. Here, we show that loss of SIRT1 and SIRT3 function either by shRNA-mediated knockdown or inhibitor treatment led to increased mitochondrial dysfunction with alteration in mitochondrial bioenergetics alongside increased mitochondrial superoxide generation in the Salmonella-infected macrophages. Consistent with dysfunctional mitochondria, mitophagy was induced along with altered mitochondrial fusion-fission dynamics in S. Typhimurium-infected macrophages. Additionally, the mitochondrial bioenergetic alteration promotes acidification of the infected macrophage cytosolic pH. This host cytosolic pH imbalance skewed the intra-phagosomal and intra- bacterial pH in the absence of SIRT1 and SIRT3, resulting in decreased SPI-2 gene expression. Our results suggest a novel role of SIRT1 and SIRT3 in maintaining the intracellular Salmonella niche by modulating the mitochondrial bioenergetics and dynamics in the infected macrophages.

Graphical Abstract

O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=84 SRC=""FIGDIR/small/557159v2_ufig1.gif"" ALT=""Figure 1"">
View larger version (27K):
org.highwire.dtl.DTLVardef@486cbaorg.highwire.dtl.DTLVardef@da2fb0org.highwire.dtl.DTLVardef@70cd46org.highwire.dtl.DTLVardef@1b4d0bd_HPS_FORMAT_FIGEXP  M_FIG C_FIG","['salmonella', 'infection', 'mitochondrial', 'sirt3', 'impact', 'salmonella', 'bioenergetics', '1b4d0bd_hps_format_figexp', 'bioenergetic', 'mitochondria', 'cell biology']",,2024-06-20,,,,,,,,cc_no,
Evolving alterations of structural organization and functional connectivity in feedforward neural networks after induced P301L tau mutation,"Reciprocal structure function relationships underlie both healthy and pathological behaviors in complex neural networks. Thus, understanding neuropathology and network dysfunction requires a thorough investigation of the complex interactions between structural and functional network reconfigurations in response to perturbation. Such adaptations are often difficult to study in vivo. For example, subtle, evolving changes in synaptic connectivity, transmission, and the electrophysiological shift from healthy to pathological states, as for example alterations that may be associated with evolving neurodegenerative disease, such as Alzheimers, are difficult to study in the brain. Engineered in vitro neural networks are powerful models that enable selective targeting, manipulation, and monitoring of dynamic neural network behavior at the micro and mesoscale in physiological and pathological conditions. In this study, we engineered feedforward cortical neural networks using two nodal microfluidic devices with controllable connectivity interfaced with microelectrode arrays (mMEAs). We induced P301L mutated tau protein to the presynaptic node of these networks and monitored network dynamics over three weeks. Induced perturbation resulted in altered structural organization and extensive axonal retraction starting in the perturbed node. Perturbed networks also exhibited functional changes in intranodal activity, which manifested as an overall decline in both firing rate and bursting activity, with a progressive increase in synchrony over time, and decrease in internodal signal propagation between pre and postsynaptic nodes. These results provide insights into dynamic structural and functional reconfigurations at the micro and mesoscale as a result of evolving pathology and illustrate the utility of engineered networks as models of network function and dysfunction.","['mutation', 'alterations', 'neural', 'evolving', 'p301l', 'neurodegenerative', 'neuropathology', 'electrophysiological', 'difficult', 'pathological', 'neuroscience']",,2024-06-26,,,,,,,,cc_no,
Notch3 deletion regulates HIV-1 gene expression and systemic inflammation to ameliorate chronic kidney disease,"Antiretroviral therapy (ART) has decreased HIV-1 associated morbidity. However, despite ART, immune cells remain latently infected and slowly release viral proteins, leading to chronic inflammation and HIV-1 associated comorbidities. New strategies are needed to target viral proteins and inflammation. We found activation of Notch3 in several renal cells of the HIV-1 mouse model (HIV-Tg26) and in patients with HIV associated Nephropathy. We hypothesized that targeting Notch3 activation constitutes an effective therapy for HIV-related chronic kidney diseases (HIV-CKD). We generated HIV-Tg26 mice with Notch3 knocked out (Tg-N3KO). Compared to HIV-Tg26 mice at 3 months, HIV-Tg-N3KO mice showed a marked reduction in renal injury, skin lesions and mortality rate. Bulk RNA sequencing revealed that N3KO not only reduced renal infiltrating cells but significantly reduced the expression of HIV genes. Moreover, Notch3 activated the HIV-promoter and induction of HIV-1 resulted in increased Notch3 activation indicating a feedback mechanism. Further, bone marrow derived macrophages (BMDMs) from HIV-Tg26 mice showed activation of Notch3 indicating systemic effects. Consistent with that, systemic levels of TNF-, MCP-1 and other inflammatory chemokines and cytokines were reduced in Tg-N3KO mice. Thus, Notch3 inhibition/deletion has a dual therapeutic effect in HIV-CKD and may extend to other HIV-related pathologies.","['hiv', 'kidney', 'disease', 'notch3', 'gene', 'hiv', 'therapy', 'therapeutic', 'cytokines', 'kidney', 'molecular biology']",,2024-06-20,,,,,,,,cc_by_nd,
Notch3 deletion regulates HIV-1 gene expression and systemic inflammation to ameliorate chronic kidney disease,"Antiretroviral therapy (ART) has decreased HIV-1 associated morbidity. However, despite ART, immune cells remain latently infected and slowly release viral proteins, leading to chronic inflammation and HIV-1 associated comorbidities. New strategies are needed to target viral proteins and inflammation. We found activation of Notch3 in several renal cells of the HIV-1 mouse model (HIV-Tg26) and in patients with HIV associated Nephropathy. We hypothesized that targeting Notch3 activation constitutes an effective therapy for HIV-related chronic kidney diseases (HIV-CKD). We generated HIV-Tg26 mice with Notch3 knocked out (Tg-N3KO). Compared to HIV-Tg26 mice at 3 months, HIV-Tg-N3KO mice showed a marked reduction in renal injury, skin lesions and mortality rate. Bulk RNA sequencing revealed that N3KO not only reduced renal infiltrating cells but significantly reduced the expression of HIV genes. Moreover, Notch3 activated the HIV-promoter and induction of HIV-1 resulted in increased Notch3 activation indicating a feedback mechanism. Further, bone marrow derived macrophages (BMDMs) from HIV-Tg26 mice showed activation of Notch3 indicating systemic effects. Consistent with that, systemic levels of TNF-, MCP-1 and other inflammatory chemokines and cytokines were reduced in Tg-N3KO mice. Thus, Notch3 inhibition/deletion has a dual therapeutic effect in HIV-CKD and may extend to other HIV-related pathologies.","['hiv', 'kidney', 'disease', 'notch3', 'gene', 'hiv', 'therapy', 'therapeutic', 'cytokines', 'kidney', 'molecular biology']",,2024-06-25,,,,,,,,cc_by_nd,
casmini-tool: a comprehensive database for efficient and specific guide RNA design using dCasMINI,"The dCasMINI protein is a hypercompact, nuclease-inactivated CRISPR-Cas system engineered for transcriptional modulation and epigenetic editing [Xu et al., 2021]. The small size of dCas-MINI (529 amino acids), less than half the size of comparable Cas9 molecules, makes it ideal for AAV-based therapies which are frequently limited by AAVs small cargo capacity. Unlike Cas9 or Cas12a, there are no available computational tools for designing dCasMINI guides. To facilitate and accelerate the development of dCasMINI-based applications, we synthesized knowledge regarding dCasMINI guide design and built a website to assist researchers in designing optimal guides for dCasMINI-based experiments for transcriptional inhibition (CRISPRi) and activation (CRISPRa); to ensure that our tool would be useful for therapeutic guide design, in which a guides off-target safety profile is of paramount importance, we specifically optimized alignment parameters for high-sensitivity to comprehensively report genome-wide off-targets. To investigate dCasMINIs full protospacer adjacent motif (PAM) profile, we engineered libraries of PAMs and exhaustively characterized dCasMINIs ability to activate a locus with different PAMs. We also experimentally investigated the importance of each nucleotide position on the guide RNAs ability to activate its target, and characterized a 6bp high-fidelity seed region at the 5 end of the protospacer sequence which we identified to be intolerant to mismatches and deletions, and thus critical for true binding events. Taken together, our tool offers CRISPRi/a guide design for every protein-coding gene in the human genome along with comprehensive off-target prediction, incorporating the most up-to-date information about dCasMINIs full PAM and protospacer design rules. The tool is freely available to use at www.casmini-tool.com.","['rna', 'database', 'design', 'comprehensive', 'tool', 'genome', '2021', 'rnas', 'protein', 'nucleotide', 'bioengineering']",,2024-06-25,,,,,,,,cc_by_nd,
Reducing individual differences in task fMRI with OGRE (One-step General Registration and Extraction) preprocessing,"Volumetric analysis methods continue to enjoy great popularity in the analysis of task-related functional MRI (fMRI) data. Among these methods, the software package FSL (FMRIB, Oxford, UK) is omnipresent throughout the field. However, it remains unknown what advantages might be gained by integrating FSL with alternative preprocessing tools. Here we developed the One-step General Registration and Extraction (OGRE) pipeline to apply FreeSurfer brain extraction for simultaneous registration and motion correction (""one-step resampling""), for FSL volumetric analysis of fMRI data. We compared three preprocessing approaches (OGRE, FSL, and fMRIPrep) in a dataset wherein adult human volunteers (N=39) performed a precision drawing task during fMRI scanning. The three approaches produced grossly similar results, but OGREs preprocessing led to lower inter-individual variability across the brain and greater detected activation in primary motor cortex contralateral to movement. This demonstrates that FreeSurfer tools and one-step resampling can improve FSLs volumetric analysis of fMRI data. The OGRE pipeline provides an off-the-shelf method to apply FreeSurfer-based brain extraction and one-step resampling of motion correction and registration for FSL analysis of task fMRI data.","['preprocessing', 'extraction', 'reducing', 'fmri', 'step', 'mri', 'freesurfer', 'popularity', 'fmrib', 'resampling', 'neuroscience']",,2024-06-21,,,,,,,,cc_by_nc_nd,
Brain-to-brain coupling forecasts future joint action outcomes,"In this study, we investigated whether brain-to-brain coupling patterns could predict performance in a time-estimation task which requires two players to cooperate. The participant pairs, were tasked with synchronising button presses after converging on a shared representation of short, medium, and long time intervals while utilizing feedback to adjust responses. We employed EEG-hyperscanning and focused on post-feedback brain activity. We found that negative feedback led to increased frontal mid-line theta activity across individuals. Moreover, a correlation in post-feedback theta power between players forecasted failed joint action, while an anti-correlation forecasted success. These findings suggest that temporally coupled feedback related brain activity between two individuals serves as an indicator of redundancy in adjustment of a common goal representation. Additionally, the anti-correlation of this activity reflects cognitive strategic mechanisms that ensure optimal joint action outcomes. Rather than a paired overcompensation, successful cooperation requires flexible strategic agility from both partners.","['future', 'forecasts', 'outcomes', 'coupling', 'action', 'synchronising', 'overcompensation', 'cognitive', 'button', 'feedback', 'neuroscience']",,2024-06-25,,,,,,,,cc_by,
Individual Differences Elucidate the Perceptual Benefits Associated with Robust Temporal Fine-Structure Processing,"The auditory system is unique among sensory systems in its ability to phase lock to and precisely follow very fast cycle-by-cycle fluctuations in the phase of sound-driven cochlear vibrations. Yet, the perceptual role of this temporal fine structure (TFS) code is debated. This fundamental gap is attributable to our inability to experimentally manipulate TFS cues without altering other perceptually relevant cues. Here, we circumnavigated this limitation by leveraging individual differences across 200 participants to systematically compare variations in TFS sensitivity to performance in a range of speech perception tasks. TFS sensitivity was assessed through detection of interaural time/phase differences, while speech perception was evaluated by word identification under noise interference. Results suggest that greater TFS sensitivity is not associated with greater masking release from fundamental-frequency or spatial cues, but appears to contribute to resilience against the effects of reverberation. We also found that greater TFS sensitivity is associated with faster response times, indicating reduced listening effort. These findings highlight the perceptual significance of TFS coding for everyday hearing.

Significance StatementNeural phase-locking to fast temporal fluctuations in sounds-temporal fine structure (TFS) in particular- is a unique mechanism by which acoustic information is encoded by the auditory system. However, despite decades of intensive research, the perceptual relevance of this metabolically expensive mechanism, especially in challenging listening settings, is debated. Here, we leveraged an individual-difference approach to circumnavigate the limitations plaguing conventional approaches and found that robust TFS sensitivity is associated with greater resilience against the effects of reverberation and is associated with reduced listening effort for speech understanding in noise.","['benefits', 'perceptual', 'processing', 'elucidate', 'associated', 'cochlear', 'expensive', 'acoustic', 'auditory', 'sensory', 'neuroscience']",,2024-06-21,,,,,,,,cc_by_nc_nd,
Transcriptomic profiling of an ex vivo model of erythropoiesis uncovers potential genes and pathways involved into the pathogenesis of sickle cell disease,"We characterized the transcriptional profiles of erythroid cells differentiated from peripheral blood mononuclear cells (PBMCs) from peripheral blood collected from patients diagnosed with Sickle Cell Disease (SCD), which have been treated with Hydroxyurea (HU) in comparison to untreated SCD patients and healthy controls (HC) using bulk RNAseq. We identified 1398 differentially expressed genes (DEGs) in SCD non-treated-derived erythroid cells and 495 DEGs in SCD HU-treated patient-derived erythroid cells compared to HC. We found biological processes such as oxidative phosphorylation pathway, proteasome, autophagy, natural killer cell (NK) cytotoxicity, adaptive immune response or inflammatory response to be significantly enriched in our patient study groups by using Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) analysis. Our findings collectively suggest different as well as common molecular signatures between our groups. We could validate 12 of our top DEGs in treated patients by qRT-PCR. We found similar regulation patterns when comparing the mRNA levels of mutS homolog 5- Suppressor APC Domain Containing 1 (MSH5-SAPCD1), G protein subunit gamma 4 (GNG4), stabilin 1/ clever-1 (STAB1) and Fas Binding Factor 1 (FBF1) from the bone marrow cells and spleen tissue from the Berkely SCD mouse model to the expressions observed in the transcriptome of our ex-vivo patient-derived erythropoiesis model.","['transcriptomic', 'pathogenesis', 'genes', 'erythropoiesis', 'disease', 'pcr', 'genomes', 'genes', 'spleen', 'transcriptome', 'molecular biology']",,2024-06-27,,,,,,,,cc_no,
Mechanical imbalance between normal and transformed cells drives epithelial homeostasis through cell competition,"Cell competition in epithelial tissue eliminates transformed cells expressing activated oncoproteins to maintain epithelial homeostasis. Although the process is now understood to be of mechanochemical origin, direct mechanical characterization and associated biochemical underpinnings are lacking. Here, we employ tissue-scale stress and compressibility measurements and theoretical modeling to unveil a mechanical imbalance between normal and transformed cells, which drives cell competition. In the mouse intestinal epithelium and epithelial monolayer, transformed cells get compacted during competition. Stress microscopy reveals an emergent compressive stress at the transformed loci leading to this compaction. A cell-based self-propelled Voronoi model predicts that this compressive stress originates from a difference in the collective compressibility of the competing populations. A new collective compressibility measurement technique named gel compression microscopy then elucidates a two-fold higher compressibility of the transformed population than the normal population. Mechanistically, weakened cell-cell adhesions due to reduced junctional abundance of E-cadherin in the transformed cells render them collectively more compressible than normal cells. Taken together, our findings unveil a mechanical basis for epithelial homeostasis against oncogenic transformations with implications in epithelial defense against cancer.","['imbalance', 'competition', 'homeostasis', 'epithelial', 'mechanical', 'cancer', 'biochemical', 'mechanochemical', 'mouse', 'mechanistically', 'biophysics']",,2024-06-22,,,,,,,,cc_by_nc_nd,
Targeting lignocellulolytic gene clusters in novel Trichoderma atroviride and Trichoderma harzianum strains through Bac-guided analysis,"Lignocellulosic biomass is known as a challenging substrate for enzymatic hydrolysis, increasing the processing cost in biorefineries. In nature, filamentous fungi, including those of the genus Trichoderma, naturally degrade lignocellulose by using an arsenal of hydrolytic and oxidative enzymes that act synergistically with biomass degradation. This work explored the genome organization of target genes of Trichoderma atroviride and Trichoderma harzianum that are able to promote hydrolysis by identifying regions enriched in degradative enzyme-encoding genes, namely, hydrolytic clusters. We employed bacterial artificial chromosome (BAC) methodology to target specific genomic regions to explore their genetic organization, proximal gene context, and gene expression under degradative conditions. Using this tool, it was possible to inspect the linear structure and expression data of target hydrolytic-rich genomic regions. The results offered a genomic perspective of the organization of genome regions related to carbohydrate metabolism, revealing novel genome regions and genes that are positively regulated during cellulose degradation and contributing to elucidating differences in gene organization among Trichoderma species.","['lignocellulolytic', 'gene', 'trichoderma', 'harzianum', 'atroviride', 'biorefineries', 'enzymes', 'fungi', 'hydrolysis', 'enzyme', 'genomics']",,2024-06-26,,,,,,,,cc_by_nd,
T cell receptor-centric perspective to multimodal single-cell data analysis.,"The T-cell receptor (TCR) carries critical information regarding T-cell functionality. The TCR, despite its importance, is underutilized in single cell transcriptomics, with gene expression (GEx) features solely driving current analysis strategies. Here, we argue for a switch to a TCR-first approach, which would uncover unprecedented insights into T cell and TCR repertoire mechanics. To this end, we curated a large T-cell atlas from 12 prominent human studies, containing in total 500,000 T cells spanning multiple diseases, including melanoma, head-and-neck cancer, T-cell cancer, and lung transplantation. Herein, we identified severe limitations in cell-type annotation using unsupervised approaches and propose a more robust standard using a semi-supervised method or the TCR arrangement. We then showcase the utility of a TCR-first approach through application of the novel STEGO.R tool for the successful identification of hyperexpanded clones to reveal treatment-specific changes. Additionally, a meta-analysis based on neighbor enrichment revealed previously unknown public T-cell clusters with potential antigen-specific properties as well as highlighting additional common TCR arrangements. Therefore, this paradigm shift to a TCR-first with STEGO.R highlights T-cell features often overlooked by conventional GEx-focused methods, and enabled identification of T cell features that have the potential for improvements in immunotherapy and diagnostics.","['receptor', 'cell', 'multimodal', 'data', 'analysis', 'cancer', 'transcriptomics', 'immunotherapy', 'antigen', 'gene', 'bioinformatics']",,2024-06-27,,,,,,,,cc_by,
Study-Phase Reinstatement: Encoding Spontaneous Thoughts as Memories,"Can the brain improve the retrievability of an experience after it has occurred? Systems consolidation theory proposes that item-specific cortical reactivation during extended post-encoding rest periods facilitates the formation of stable memory representations, a prediction supported by neural evidence in humans [1, 2]and animals [3, 4]. Such reactivation may also occur on short time scales as spontaneous thoughts come to mind during encoding, offering a potential account of classic list memory phenomena [5-9] but lacking in support from neural data. Leveraging the high-temporal specificity of intracranial electroencephalography (iEEG), we investigate spontaneous reactivation of previously experienced items during brief sub-second intervals between individual encoding events. Across two large-scale free recall experiments, we show that reactivation, as measured by spectral iEEG similarity, during these periods predicts subsequent recall. In a third experiment, we show that the same methodology can identify post-encoding reactivation that correlates with subsequent memory, consistent with previous results. Thus, spontaneous study-phase reinstatement reliably predicts memory behavior, linking psychological accounts to neural mechanisms and providing the first such evidence for rapid consolidation processes during encoding.","['memories', 'encoding', 'thoughts', 'reinstatement', 'study', 'electroencephalography', 'retrievability', 'neural', 'psychological', 'reinstatement', 'neuroscience']",,2024-06-25,,,,,,,,cc_by_nc,
A dynamic link between respiration and arousal,"Viewing brain function through the lense of other physiological processes has critically added to our understanding of human cognition. Further advances though may need a closer look at the interactions between these physiological processes themselves. Here we characterise the interplay of the highly periodic, and metabolically vital respiratory process and fluctuations in arousal neuromodulation, a process classically seen as non-periodic. In data of three experiments (N = 56 / 27 / 25) we tested for covariations in respiratory and pupil size (arousal) dynamics. After substantiating a robust coupling in the largest dataset, we further show that coupling strength decreases during task performance compared with rest, and that it mirrors a decreased respiratory rate when participants take deeper breaths. Taken together, these findings suggest a stronger link between respiratory and arousal processes than previously thought. Moreover, these links imply a stronger coupling during periods of rest, and the effect of respiratory rate on the coupling suggests a driving role. As a consequence, studying the role of neuromodulatory arousal on cortical function may also need to consider respiratory influences.","['arousal', 'dynamic', 'respiration', 'link', 'neuromodulation', 'neuromodulatory', 'studying', 'covariations', 'cognition', 'neuroscience']",,2024-06-20,,,,,,,,cc_by,
Delivery of A Jagged1-PEG-MAL hydrogel with Pediatric Human Bone Cells Regenerates Critically-Sized Craniofacial Bone Defects,"Treatments for congenital and acquired craniofacial (CF) bone abnormalities are limited and expensive. Current reconstructive methods include surgical correction of injuries, short-term bone stabilization, and long-term use of bone grafting solutions, including implantation of (i) allografts which are prone to implant failure or infection, (ii) autografts which are limited in supply. Current bone regenerative approaches have consistently relied on BMP2 application with or without addition of stem cells. BMP2 treatment can lead to severe bony overgrowth or uncontrolled inflammation, which can accelerate further bone loss. Bone marrow-derived mesenchymal stem cell-based treatments, which do not have the side effects of BMP2, are not currently FDA approved, and are time and resource intensive. There is a critical need for novel bone regenerative therapies to treat CF bone loss that have minimal side effects, are easily available, and are affordable. In this study we investigated novel bone regenerative therapies downstream of JAGGED1 (JAG1).

We previously demonstrated that JAG1 induces murine cranial neural crest (CNC) cells towards osteoblast commitment via a NOTCH non-canonical pathway involving JAK2-STAT5 (1) and that JAG1 delivery with CNC cells elicits bone regeneration in vivo. In this study, we hypothesize that delivery of JAG1 and induction of its downstream NOTCH non-canonical signaling in pediatric human osteoblasts constitute an effective bone regenerative treatment in an in vivo murine bone loss model of a critically-sized cranial defect. Using this CF defect model in vivo, we delivered JAG1 with pediatric human bone-derived osteoblast-like (HBO) cells to demonstrate the osteo-inductive properties of JAG1 in human cells and in vitro we utilized the HBO cells to identify the downstream non-canonical JAG1 signaling intermediates as effective bone regenerative treatments. In vitro, we identified an important mechanism by which JAG1 induces pediatric osteoblast commitment and bone formation involving the phosphorylation of p70 S6K. This discovery enables potential new treatment avenues involving the delivery of tethered JAG1 and the downstream activators of p70 S6K as powerful bone regenerative therapies in pediatric CF bone loss.","['craniofacial', 'pediatric', 'bone', 'hydrogel', 'regenerates', 'surgical', 'osteoblast', 'injuries', 'osteoblasts', 'expensive', 'developmental biology']",,2024-06-20,,,,,,,,cc_by_nc,
Elucidating Compound Mechanism of Action and Polypharmacology with a Large-scale Perturbational Profile Compendium,"The Mechanism of Action (MoA) of a drug is generally represented as a small, non-tissue-specific repertoire of high-affinity binding targets. Yet, drug activity and polypharmacology are increasingly associated with a broad range of off-target and tissue-specific effector proteins. To address this challenge, we have implemented an efficient integrative experimental and computational framework leveraging the systematic generation and analysis of drug perturbational profiles representing >700 FDA-approved and experimental oncology drugs, in cell lines selected as high-fidelity models of 23 aggressive tumor subtypes. Protein activity-based analyses revealed highly reproducible, drug-mediated modulation of tissue-specific targets, leading to generation of a proteome-wide polypharmacology map, characterization of MoA-related drug clusters and off-target effects, and identification and experimental validation of novel, tissue-specific inhibitors of undruggable oncoproteins. The proposed framework, which is easily extended to elucidating the MoA of novel small-molecule libraries, could help support more systematic and quantitative approaches to precision oncology.","['polypharmacology', 'elucidating', 'perturbational', 'compendium', 'profile', 'polypharmacology', 'tumor', 'oncology', 'fda', 'proteins', 'systems biology']",,2024-06-27,,,,,,,,cc_no,
Computational modeling establishes mechanotransduction as a potent modulatory cue for the mammalian circadian clock,"Mechanotransduction, which is the integration of mechanical signals from the cell's external environment to changes in intracellular signaling, governs many cellular functions. Recent studies show that the mechanical state of the cell is also coupled to the cellular circadian clock. To investigate possible interactions between circadian rhythms and cellular mechanotransduction, we developed a computational model that integrates the two pathways. We postulated that translocation of the transcriptional regulators YAP/TAZ and MRTF into the nucleus leads to altered expression of circadian proteins. Simulations from our model predict that lower levels of cytoskeletal activity are associated with longer circadian oscillation periods and higher oscillation amplitudes, consistent with recent experimental observations. Furthermore, accumulation of YAP/TAZ and MRTF in the nucleus causes circadian oscillations to decay. These effects hold both at the single-cell level and within a population-level framework. Finally, we investigated the effects of mutations in YAP or lamin A, the latter of which lead to a class of diseases known as laminopathies. Oscillations in circadian proteins are substantially weaker in populations of cells with in silico mutations in YAP or lamin A, suggesting that defects in mechanotransduction can disrupt the circadian clock in certain disease states. However, by reducing substrate stiffness, we were able to restore normal oscillatory behavior, suggesting a possible compensatory mechanism. Thus our study identifies that mechanotransduction could be a potent modulatory cue for cellular clocks and this crosstalk can be leveraged to rescue the circadian clock in disease states.","['mammalian', 'mechanotransduction', 'computational', 'modulatory', 'clock', 'mechanotransduction', 'transcriptional', 'computational', 'cellular', 'proteins', 'systems biology']",,2024-06-27,,,,,,,,cc_by,
Vitamin auxotrophies shape microbial community assembly in the ocean,"Microbial community assembly is governed by trophic interactions that mediate the transfer of carbon sources and biomass building blocks between species. However, central metabolism corresponds to only a small fraction of the biosynthetic potential of microbes: metabolites such as antimicrobial compounds, signaling molecules, and co-factors are underexplored forces shaping microbial communities. Here, we focus on B vitamin exchange in coastal marine bacterial communities that degrade particulate organic matter and find that natural seawater communities are vitamin limited. While almost a third of bacterial isolates from these communities are B vitamin auxotrophs, the pioneering degraders that first arrive on particles are vitamin producers that likely support auxotrophs through cross-feeding. However, combining experiments and a resource-explicit model, we show that auxotroph growth is often not restored by coculture with vitamin producers, but rather requires lysis and subsequent vitamin recycling. Our results highlight the importance of vitamin auxotrophies and lysis-mediated cross-feeding as important factors controlling microbial community assembly and succession on marine particles.","['ocean', 'microbial', 'vitamin', 'community', 'auxotrophies', 'microbial', 'bacterial', 'microbes', 'antimicrobial', 'biosynthetic', 'microbiology']",,2024-06-27,,,,,,,,cc_by_nc_nd,
The guide RNA sequence dictates the slicing kinetics and conformational dynamics of the Argonaute silencing complex,"SUMMARYThe RNA-induced silencing complex (RISC), which powers RNA interference (RNAi), consists of a guide RNA and an Argonaute protein that slices target RNAs complementary to the guide. We find that for different guide-RNA sequences, slicing rates of perfectly complementary, bound targets can be surprisingly different (>250-fold range), and that faster slicing confers better knockdown in cells. Nucleotide sequence identities at guide-RNA positions 7, 10, and 17 underlie much of this variation in slicing rates. Analysis of one of these determinants implicates a structural distortion at guide nucleotides 6-7 in promoting slicing. Moreover, slicing directed by different guide sequences has an unanticipated, 600-fold range in 3'-mismatch tolerance, attributable to guides with weak (AU-rich) central pairing requiring extensive 3' complementarity (pairing beyond position 16) to more fully populate the slicing-competent conformation. Together, our analyses identify sequence determinants of RISC activity and provide biochemical and conformational rationale for their action.

HIGHLIGHTSO_LISequence of guide RNA can alter slicing rate of fully paired substrate by 250-fold
C_LIO_LISequences that cause more rapid slicing direct more efficient RNAi in cells
C_LIO_LIStrong central pairing imparts tolerance for mismatches to the guide 3' region
C_LIO_LIThis tolerance is attributable to more fully populating the slicing conformation
C_LI","['rna', 'argonaute', 'slicing', 'kinetics', 'dictates', 'slicing', 'rna', 'biochemical', 'protein', 'rnas', 'biochemistry']",,2024-06-20,,,,,,,,cc_by,
